
1;1543306997.779558;1543306999.4029162;1.62;6.133856549626232;6.385001358375537
2;1543306999.4029372;1543307001.024174;1.62;5.743506357513175;5.954056197732987
3;1543307001.024207;1543307002.173304;1.15;5.743506355783276;5.954059469652305
4;1543307002.173373;1543307003.2186189;1.05;5.743506355732371;5.9540600868199425
5;1543307003.2186382;1543307005.022194;1.8;5.487508688849448;5.775347440561749
6;1543307005.022215;1543307006.235332;1.21;5.487508688199359;5.775346334780074
7;1543307006.2353542;1543307007.467953;1.23;5.4875086881698865;5.775346064059234
8;1543307007.467974;1543307008.685659;1.22;5.48750868816975;5.775346043104871
9;1543307008.6856809;1543307009.93045;1.24;5.48750868816975;5.7753460425037
10;1543307009.9304771;1543307011.3943071;1.46;5.48750868816975;5.7753460425037
11;1543307011.394331;1543307012.663141;1.27;5.48750868816975;5.7753460425037
12;1543307012.663169;1543307013.9705112;1.31;5.48750868816975;5.775346043757918
13;1543307013.970531;1543307015.055404;1.08;5.48750868816975;5.775346043757918
14;1543307015.0554261;1543307016.262654;1.21;5.48750868816975;5.775346043757918
15;1543307016.2626739;1543307017.544445;1.28;5.48750868816975;5.775346043757918
16;1543307017.544467;1543307018.7760189;1.23;5.48750868816975;5.775346043757918
17;1543307018.776041;1543307020.393267;1.62;5.48750868816975;5.775346043757918
18;1543307020.393307;1543307022.002025;1.61;5.48750868816975;5.775346043757918
19;1543307022.002051;1543307023.29851;1.3;5.48750868816975;5.775346043757918
20;1543307023.298531;1543307024.500748;1.2;5.48750868816975;5.775346043757918
21;1543307024.5007691;1543307025.794692;1.29;5.48750868816975;5.775346043757918
22;1543307025.794713;1543307026.751571;0.96;5.48750868816975;5.775346043757918
23;1543307026.7515929;1543307027.774731;1.02;5.48750868816975;5.775346043757918
24;1543307027.774752;1543307028.720972;0.95;5.48750868816975;5.775346043757918
25;1543307028.720993;1543307030.117643;1.4;5.48750868816975;5.775346043757918
26;1543307030.117665;1543307031.167694;1.05;5.48750868816975;5.775346043757918
27;1543307031.167714;1543307032.0337;0.87;5.48750868816975;5.775346043757918
28;1543307032.03373;1543307033.000322;0.97;5.48750868816975;5.775346043757918
29;1543307033.000349;1543307033.9993799;1.0;5.48750868816975;5.775346043757918
30;1543307033.999406;1543307034.9072;0.91;5.48750868816975;5.775346043757918
